search_name,uuid,occurrenceid,catalognumber,family,genus,scientificname,country,stateprovince,geopoint.lon,geopoint.lat,datecollected,collector,recordset,year
Aparatrigona impunctata,71349d24-6498-4b0f-b399-37be82122316,3952236c-1ed6-11e3-bfac-90b11c41863e,556443,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7481e9ae-c370-4c8e-9284-38eace9d29b1,51a82b73-8f8d-43f9-9f57-4af55d184d7a,1370408,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,759cad46-533a-457f-afd7-65eab3c45f1c,24f65443-56b0-4d1c-9e70-3f3a493bb33c,1370441,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,76b66932-7856-4364-85e1-919e792e0aee,8ee2ee3b-8257-4400-88c0-98f6aec99c89,1370417,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7735feff-08ec-4519-894d-f8b9ebb9e58a,f24651ab-737b-46ec-a05e-c0fdb3e8d9b1,1370450,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,776032d7-1a40-4bb6-aa6b-73a36652e63c,027a88bf-69ec-4e38-9d76-40bff2b7f843,1370474,apidae,paratrigona,aparatrigona impunctata,brazil,para,NA,NA,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7813c096-74b6-4adb-8dba-c707cc6a61f2,a0cc0681-2947-4495-b8f7-71b8ef304d55,1370395,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7a774d6f-6ca9-489b-86a2-cfa33dcd06da,be9cb71c-32db-43b1-bd92-15e464662909,1370394,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7a8ebf8e-ad92-4bcb-8a2d-20d8462c31ea,cf1f3b51-7cfd-40e4-bcf6-b138eb7d140e,1370469,apidae,paratrigona,aparatrigona impunctata,brazil,amapa,-51.83333,3.83333,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7b5b88fa-c879-4bc1-a086-56ded4fd2c4b,41b59c1b-1ed6-11e3-bfac-90b11c41863e,556453,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,7c4ad7d8-a429-4e06-bbb9-dceaa3a8265f,9d7b0a42-f3f2-4055-bd9e-bf7e0b89b498,inpa-hym 006032,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,NA,NA,NA,"aquino, luís",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,7fc6138f-1a42-40a5-8607-e0db365042c5,386924f6-1ed6-11e3-bfac-90b11c41863e,556428,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,85634c27-1ee1-4de4-8fb8-d90d801c2ca1,e10897ca-f640-4c4a-8537-91b21fa26818,1370418,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,884226f4-c9ca-4192-9b41-5af26e58c3be,cc6b46e1-8cdd-4789-b254-c40c5f58c823,1370470,apidae,paratrigona,aparatrigona impunctata,brazil,amapa,-51.83333,3.83333,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,8c318bac-9521-4827-939b-a20960d60645,82471472-3d15-4156-9fc7-30496b526114,1370454,apidae,paratrigona,aparatrigona impunctata,brazil,para,NA,NA,NA,camargo,568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,8ce12d56-5752-4027-b6c0-47bd6f895793,b718827c-79eb-430f-bae3-3b09ae0e32be,1370459,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.75266,5.04775,NA,"roubik, david",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,8ef46ff1-0270-450e-94a2-fd645d7a473d,3140bb1b-94bf-4672-93a8-0525a3ccb7da,1370391,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,8f4b1b6e-e02c-4c71-9389-4c5815af0825,d640f7ae-7056-4cf2-bb2e-a3bde0d2dcc0,1370402,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,928cbca2-a997-4501-83f9-29cdb7c6bf20,d6388046-d15c-4539-8f2c-5a75a2cec2c0,1370403,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,93dbfb53-7eba-423b-ac30-13b4a16f365d,b30b6730-d618-4c16-8884-25b7a88b54bd,1370433,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,960362b2-54fb-404a-b561-03315a9c424f,2234a140-1ed6-11e3-bfac-90b11c41863e,556450,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,981e453c-34e0-4f29-a793-07929f172b6d,69da5fac-f40c-4335-8826-626165b89e34,1370389,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,NA,NA,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,989a73ac-b8f4-4393-ba3f-0aba9082a1ce,1958a6cb-8eee-4fbf-940e-c643f503d5c5,inpa-hym 006038,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,-59.9833333,-3.0666667,NA,renner,00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,9b3ffb59-036c-43d9-9017-170b49830b84,1d5addff-1ed6-11e3-bfac-90b11c41863e,556427,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,9c0b5763-5f0a-4a91-b7e4-4eb066bffcde,5a5d88c2-ed07-45b5-a99c-4eb9c21ab7a9,1370424,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,9dd77ab6-69c9-41db-b62c-9522b6792bb3,1cb5850f-1ed6-11e3-bfac-90b11c41863e,556445,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,9deb887f-3153-4d5a-a276-731cb9db70c7,c690e148-4084-49a6-b60e-6b8eda7693ab,1370404,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,a16cbe8a-a402-4f7d-9a36-559bce228394,ed1af239-6118-4b79-9da6-ccf07f1138a0,1370463,apidae,paratrigona,aparatrigona impunctata,brazil,para,NA,NA,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,a2d816c9-4f9d-4217-9f56-28764d21868a,d0185db8-dfa4-45b3-b6df-656fef8122fa,1370407,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,a3391410-6db8-4ffc-9ca7-e89577ceb9c7,718cb5f1-787f-4b12-8e0c-250d2012c591,inpa-hym 006019,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,NA,NA,NA,"rafael, josé",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,a3b950f2-84ea-47f8-acec-5a6ed28e2b55,a4afdfe2-7dc0-40f9-97e1-7289f6b61d78,inpa-hym 006024,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,NA,NA,NA,"garcia, marcos",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,a436cccf-f5d3-4cd6-a4f2-00a950e366b6,41d65778-1ed6-11e3-bfac-90b11c41863e,556451,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,a78fd7b9-99b8-4958-8297-fd3d68473ef5,1bbea012-fe47-497d-8ddf-016b7dd3a2e8,inpa-hym 020745,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,NA,NA,NA,"garcia, marcos",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,a86136b3-38ef-4914-bd45-3e2acb5742dc,37865794-1ed6-11e3-bfac-90b11c41863e,556435,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,a8974f74-5a6c-425b-ae8a-8a0f550392d2,6d7d64ba-0a4b-4dfb-8f0d-6cbe9d00fe57,1370477,apidae,paratrigona,aparatrigona impunctata,brazil,para,NA,NA,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,a90616e1-134f-4f3b-8509-04f8919d4b94,051c1096-4a10-42d0-af95-e55766f36e67,inpa-hym 006039,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,-59.9833333,-3.0666667,NA,renner,00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,aa194b5d-dc14-463d-9341-870abacc3c1f,a2c5bb68-3cbe-4c4c-b746-960f7b89c5f9,inpa-hym 006022,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,NA,NA,NA,"rafael, josé",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,ab202e57-9e99-4b11-b3e6-b110d6715311,62485e51-d1c9-4acb-892f-75e38ecf6c42,inpa-hym 006021,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,-66.6833333,-0.3166667,NA,"rafael, josé; vidal, j.",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,ab9de526-723a-49c8-8d31-4799e91f8710,018bfca2-df14-4f7f-86c5-64e4dcb281e9,inpa-hym 006030,apidae,paratrigona,aparatrigona impunctata,brasil,roraima,NA,NA,NA,"rafael, josé; et al.",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,ad02e21e-51f3-478a-97a9-4600f7179537,c526efec-112b-4d7a-b462-a3d4806506b1,1370416,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,adddebc9-2b76-4d4a-985a-4b818bc8babd,64b819d3-6d55-4082-bb0f-db17f174136b,1370388,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,NA,NA,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,ae79417f-286b-42b6-b5db-e35987ceba53,b1b09b99-c114-45d8-b770-05ec8b2072fd,1370437,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,af6dea3c-fc11-402c-98a3-567772c28a33,194c4334-1ed6-11e3-bfac-90b11c41863e,556433,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,af8e68d1-4450-4197-bdc6-557cdc2cb01e,63866a16-7765-4b86-9b8c-a22a9f6e7b76,1370440,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b056dfe3-4c16-4cae-aff5-2dc5b0519ff4,4fafae1a-5741-4225-b42e-7bb739fd7df7,1370438,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b1defa02-daf7-411e-8839-4987af986d67,dfa6f8c8-077d-43ff-931c-ba30f45b3c94,1370432,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b2272af8-4def-4eed-a3a0-5826f0a24202,db614134-e962-4459-a6cf-d8f64cb3b116,1370458,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.33333,4.93333,NA,"roubik, david",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b27f03dd-5c4d-4a2e-8299-5c4f55d3dfc9,8320ca49-f3ba-47d8-b671-70955ae08d08,1370422,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b3ca2053-1b46-4fb9-bcd0-69f237f5d40d,f58ee610-e99e-47aa-b4b8-c53be9565734,1370428,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,NA,NA,NA,michener & kukuk,568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b3e50590-e518-4822-9aff-0081cc444504,7762df85-ab6d-4d6e-be8e-f7c85cac62e6,1370420,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b6555782-0fb8-4eb0-9574-0576500d6e29,73ffb0c2-c267-40ca-bc2b-afb65330c909,1370397,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b677b800-275d-4b21-a012-1f20bf060c83,8c0f6788-c1e7-4b36-b79b-9fed0cdf7319,inpa-hym 006026,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,NA,NA,NA,"garcia, marcos",00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,b8aad707-bf54-49e5-8b88-483a98bb9edd,9860f711-2a8a-432a-85e4-673e55d9cfff,1370401,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,b9f8e530-22cf-4fd7-ba47-c9eff617eb07,26e6556a-3115-473e-b4ae-96dcb07d599f,1370415,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,bb696290-31cd-4010-b062-32b249ea5734,f204996f-f212-48f9-8c30-87117236c0d5,1370442,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,bbde5cfb-19fd-44eb-87c0-2b485c9bf2af,3c5cdc12-1ed6-11e3-bfac-90b11c41863e,556439,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,be891e7c-05ad-423a-b48d-8f6c1fe961f8,89367068-3622-471d-9327-6ce324c2a8b2,1370423,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,bf01ad4f-e984-4731-9795-7da8e4e30b23,36fd6418-1ed6-11e3-bfac-90b11c41863e,556447,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c1b3f5e8-e3d9-4f54-85a4-aed3d2efd7d4,6950a827-6e85-4735-a9b9-cf96f1a3c19a,inpa-hym 006041,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,-59.9833333,-3.0666667,NA,renner,00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,c5707296-06fd-4b9b-ad1c-6e44d3860ba8,03b797c4-cecf-4468-9b5e-7fddbd335332,1370465,apidae,paratrigona,aparatrigona impunctata,brazil,amapa,-51.83333,3.83333,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c59d1056-9667-481d-9ca5-81cb24a5377c,1a6b9222-1ed6-11e3-bfac-90b11c41863e,556446,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c6873fb6-cdc5-4907-b0fc-29b912e64757,1af4610e-1ed6-11e3-bfac-90b11c41863e,556441,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c6b05162-c696-4dba-89be-1896c98c217d,2eb5f7d5-359e-42ca-8900-d44383cfe950,1370444,apidae,paratrigona,aparatrigona impunctata,ecuador,sucumbios,-76.4597222,-0.4705556,NA,"hibbs, p",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c70aef00-655f-4620-ac25-c570e2f2a4b2,e0ac96f0-f1ba-4a41-9c09-2669dd8f0dc2,1370421,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c7108223-24b0-4aaf-a0a9-e7a0b73490f2,1d7b6d92-1ed6-11e3-bfac-90b11c41863e,556452,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,c78d026c-a476-4295-85f4-ccd1f597a4c9,83c9016a-066e-4541-beaa-ff8e0cb28dbe,1370484,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.33333,4.50857,NA,"michener, winston & otis",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,cc0cc424-d5ad-460b-8b5b-afc4a36459c4,5f299736-9d9e-4340-94f8-f54ca3a8d0f4,1370409,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,cc7bdade-6ce6-447f-b529-e6cd05324a9f,dd9c6c86-e240-4099-9855-9bb81ae4a2ab,1370472,apidae,paratrigona,aparatrigona impunctata,brazil,para,NA,NA,NA,"alvarenga, moacir",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,d100e572-c56a-4d32-9d39-a4abb35016af,94a860fa-68da-4558-974f-d6c1c84ba812,inpa-hym 006037,apidae,paratrigona,aparatrigona impunctata,brasil,amazonas,-59.9833333,-3.0666667,NA,renner,00038086-3303-4b89-b2d6-1b84e7598f0e,NA
Aparatrigona impunctata,d185a4be-3b67-48ef-976b-4e2fc87f11d5,1b03ed7a-1ed6-11e3-bfac-90b11c41863e,556437,apidae,paratrigona,aparatrigona impunctata,guyana,region 10,-58.215,6.4933333,NA,"brooks, r & falin, z",568e209f-d072-4fd6-8b64-27954b0fd731,NA
Aparatrigona impunctata,d484a264-d270-49a8-a713-0d230b1a6a4a,2449091e-6e4b-4e8d-8053-fcecf3752430,1370410,apidae,paratrigona,aparatrigona impunctata,french guiana,NA,-52.71416,5.2139,NA,"michener, charles",568e209f-d072-4fd6-8b64-27954b0fd731,NA
