database_id,searchName,scientificName,decimalLatitude,decimalLongitude,occurrenceID,basisOfRecord,verbatimEventDate,year,country,stateProvince,locality,identifiedBy,coordinateUncertaintyInMeters,recordedBy
GBIF_103,1,"Aparatrigona impunctata (Ducke, 1916)",5.2139,-52.71416,1092733482,PRESERVED_SPECIMEN,1977-03-02T00:00:00Z,1977,French Guiana,NA,"Kourou, 10 km NW",Camargo,NA,"Michener, Charles"
GBIF_104,1,"Aparatrigona impunctata (Ducke, 1916)",5.2139,-52.71416,1092733486,PRESERVED_SPECIMEN,1977-03-02T00:00:00Z,1977,French Guiana,NA,"Kourou, 10 km NW",Camargo,NA,"Michener, Charles"
GBIF_105,1,"Aparatrigona impunctata (Ducke, 1916)",5.04775,-52.75266,1092733564,PRESERVED_SPECIMEN,1977-04-21T00:00:00Z,1977,French Guiana,NA,"Kourou, 16 km SW",Camargo,3996,"Roubik, David"
GBIF_106,1,"Aparatrigona impunctata (Ducke, 1916)",5.04775,-52.75266,1092733544,PRESERVED_SPECIMEN,1977-04-13T00:00:00Z,1977,French Guiana,NA,"Kourou, 16 km SW",Camargo,3996,"Roubik, David"
GBIF_107,1,"Aparatrigona impunctata (Ducke, 1916)",4.93333,-52.33333,1092733552,PRESERVED_SPECIMEN,1977-04-01T00:00:00Z,1977,French Guiana,NA,Cayenne,Camargo,301,"Roubik, David"
GBIF_108,1,"Aparatrigona impunctata (Ducke, 1916)",5.08609,-52.71416,1092733548,PRESERVED_SPECIMEN,1977-06-07T00:00:00Z,1977,French Guiana,NA,"Kourou, 10 km SW",Camargo,3299,"Roubik, David"
GBIF_109,1,"Aparatrigona impunctata (Ducke, 1916)",5.08609,-52.71416,1092733534,PRESERVED_SPECIMEN,1977-06-07T00:00:00Z,1977,French Guiana,NA,"Kourou, 10 km SW",Camargo,3299,"Roubik, David"
GBIF_110,1,"Aparatrigona impunctata (Ducke, 1916)",-3,-65,1949741880,PRESERVED_SPECIMEN,1961-12-01T00:00:00Z,1961,Brazil,Amazonas,"""Tefé""",Moure,NA,F.M.Oliveira
GBIF_111,1,"Aparatrigona impunctata (Ducke, 1916)",-3,-65,1949741860,PRESERVED_SPECIMEN,1961-12-01T00:00:00Z,1961,Brazil,Amazonas,"""Tefé""",Camargo,NA,F.M.Oliveira
GBIF_112,1,"Aparatrigona impunctata (Ducke, 1916)",-12.75,-59.8,1092733542,PRESERVED_SPECIMEN,1960-11-01T00:00:00Z,1960,Brazil,Mato Grosso,Nhambiquaras,Camargo,3036,"Alvarenga, Moacir"
GBIF_113,1,"Aparatrigona impunctata (Ducke, 1916)",-12.75,-59.8,1092733570,PRESERVED_SPECIMEN,1960-11-01T00:00:00Z,1960,Brazil,Mato Grosso,Nhambiquaras,Camargo,3036,"Alvarenga, Moacir"
GBIF_114,1,"Aparatrigona impunctata (Ducke, 1916)",-12.75,-59.8,1092733555,PRESERVED_SPECIMEN,1960-11-01T00:00:00Z,1960,Brazil,Mato Grosso,Nhambiquaras,Camargo,3036,"Alvarenga, Moacir"
GBIF_115,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733549,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_116,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733547,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_117,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733523,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_118,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733524,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_119,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733530,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_120,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733553,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_121,1,"Aparatrigona impunctata (Ducke, 1916)",3.83333,-51.83333,1092733546,PRESERVED_SPECIMEN,1959-05-01T00:00:00Z,1959,Brazil,Amapa,Oiapoque,Camargo,3036,"Alvarenga, Moacir"
GBIF_122,1,"Aparatrigona impunctata (Ducke, 1916)",-8.76667,-63.9,1092733545,PRESERVED_SPECIMEN,1954-12-01T00:00:00Z,1954,Brazil,Rondonia,Porto Velho,Camargo,301,"Alvarenga, Moacir"
GBIF_123,1,"Aparatrigona impunctata (Ducke, 1916)",3.92404,-53.23477,3935133983,HUMAN_OBSERVATION,NA,NA,French Guiana,NA,NA,NA,201367,NA
GBIF_124,1,"Aparatrigona impunctata (Ducke, 1916)",3.92404,-53.23477,4050592328,HUMAN_OBSERVATION,NA,NA,French Guiana,NA,NA,NA,201367,NA
GBIF_125,1,"Aparatrigona impunctata (Ducke, 1916)",3.92404,-53.23477,3846955046,HUMAN_OBSERVATION,NA,NA,French Guiana,NA,NA,NA,201367,NA
GBIF_126,1,"Aparatrigona impunctata (Ducke, 1916)",4.610556,-52.223611,1949737196,PRESERVED_SPECIMEN,NA,NA,French Guiana,Cayenne,"14 Km SSE, 240m altitude",Camargo,NA,"J.Ashe, R.Brooks"
GBIF_127,1,"Aparatrigona impunctata (Ducke, 1916)",3.661944,-53.219167,1949737289,PRESERVED_SPECIMEN,NA,NA,French Guiana,Saint-Laurent-du-Maroni,NA,Camargo,NA,"J.Ashe, R.Brooks"
GBIF_128,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777814,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_129,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778091,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_130,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778070,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_131,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778215,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_132,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777818,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_133,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777826,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_134,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778068,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_135,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778235,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_136,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778255,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_137,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778206,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_138,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777896,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_139,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778250,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_140,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777835,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_141,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777864,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_142,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777839,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_143,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777823,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_144,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777688,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_145,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777884,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_146,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778097,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_147,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777856,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_148,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778277,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_149,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778236,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_150,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777820,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_151,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778244,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_152,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778218,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_153,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778281,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_154,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777882,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_155,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777811,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_156,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777841,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_157,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778095,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_158,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778238,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_159,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778280,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_160,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777879,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_161,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778402,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_162,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778220,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_163,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778226,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_164,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778249,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_165,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777847,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, 10Km W de São Sebastião",Camargo,NA,Camargo
GBIF_166,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949778237,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, Rio Uatumã",Camargo,NA,Camargo
GBIF_167,1,"Aparatrigona impunctata (Ducke, 1916)",-2.55,-57.966667,1949777867,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,"Igarapé Maripá, Rio Uatumã",Camargo,NA,Camargo
GBIF_168,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789798,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_169,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789759,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_170,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789898,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_171,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789884,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_172,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790006,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_173,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790019,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_174,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790027,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_175,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789826,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_176,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790038,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_177,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789893,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_178,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790044,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_179,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789895,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_180,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789896,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_181,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789753,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_182,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789760,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_183,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789908,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_184,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790033,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_185,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789872,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_186,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789788,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_187,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789783,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_188,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790063,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_189,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790012,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_190,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790029,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_191,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790050,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_192,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790022,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_193,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790064,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_194,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790214,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_195,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789792,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_196,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789778,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_197,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789914,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_198,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789905,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_199,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789782,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_200,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789800,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_201,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789923,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_202,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789795,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_203,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790020,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_204,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789791,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_205,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790042,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_206,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790041,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_207,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790058,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_208,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789889,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_209,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789786,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_210,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790046,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_211,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790025,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_212,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789934,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_213,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789901,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_214,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790073,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_215,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790065,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_216,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789857,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_217,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949789900,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_218,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790049,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_219,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790013,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_220,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790079,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_221,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790018,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
GBIF_222,1,"Aparatrigona impunctata (Ducke, 1916)",-5.00825,-67.26625,1949790057,PRESERVED_SPECIMEN,NA,NA,Brazil,Amazonas,Rio Juruá,Camargo,NA,"Camargo, Pedro, Mazucato"
